font-size,font-weight,color,backgroundColor,name,sector
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
26.016px,300,"rgb(0,105,170)","rgba(0,0,0,0)",Catalent,Health Care
56px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Charles River Laboratories Intl,Health Care
48.3px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Alexion Pharmaceuticals,Health Care
44px,300,"rgb(51,51,51)","rgba(0,0,0,0)",Brookdale Senior Living,Health Care
12px,400,"rgb(99,102,106)","rgba(0,0,0,0)",Quest Diagnostics,Health Care
44px,700,"rgb(34,34,34)","rgba(0,0,0,0)",CVS Health,Health Care
60px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Centene,Health Care
44px,700,"rgb(34,34,34)","rgba(0,0,0,0)",CVS Health,Health Care
38px,700,"rgb(0,147,208)","rgba(0,0,0,0)",Pfizer,Health Care
70.08px,400,"rgb(65,65,65)","rgba(0,0,0,0)",Aetna,Health Care
48px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Syneos Health,Health Care
56px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Teleflex,Health Care
60px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Mednax,Health Care
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Merck,Health Care
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Merck,Health Care
37px,400,"rgb(55,66,74)","rgba(0,0,0,0)",Merck,Health Care
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Merck,Health Care
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Merck,Health Care
60px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Centene,Health Care
28px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Stryker,Health Care
32px,500,"rgb(51,51,51)","rgba(0,0,0,0)",Cigna,Health Care
44px,700,"rgb(34,34,34)","rgba(0,0,0,0)",CVS Health,Health Care
48px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Molina Healthcare,Health Care
22px,500,"rgb(34,53,112)","rgba(0,0,0,0)",Parexel International,Health Care
17.6px,500,"rgb(34,53,112)","rgb(243,243,244)",Parexel International,Health Care
60px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Centene,Health Care
22px,500,"rgb(34,53,112)","rgba(0,0,0,0)",Parexel International,Health Care
33.6px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Parexel International,Health Care
19.2px,600,"rgb(0,0,102)","rgba(0,0,0,0)",Celgene,Health Care
19.2px,600,"rgb(0,0,102)","rgba(0,0,0,0)",Celgene,Health Care
19.2px,600,"rgb(0,0,102)","rgba(0,0,0,0)",Celgene,Health Care
19.2px,600,"rgb(0,0,102)","rgba(0,0,0,0)",Celgene,Health Care
19.2px,600,"rgb(0,0,102)","rgba(0,0,0,0)",Celgene,Health Care
19.2px,600,"rgb(0,0,102)","rgba(0,0,0,0)",Celgene,Health Care
44px,700,"rgb(34,34,34)","rgba(0,0,0,0)",CVS Health,Health Care
44px,700,"rgb(34,34,34)","rgba(0,0,0,0)",CVS Health,Health Care
18px,500,"rgb(86,86,90)","rgba(0,0,0,0)",Parexel International,Health Care
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Merck,Health Care
52px,700,"rgb(51,186,158)","rgba(0,0,0,0)",Select Medical Holdings,Health Care
54px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Universal Health Services,Health Care
13.3333px,400,"rgb(153,153,153)","rgba(0,0,0,0)",WellCare Health Plans,Health Care
22px,400,"rgb(255,102,0)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
24px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Intuitive Surgical,Health Care
72px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Intuitive Surgical,Health Care
22px,500,"rgb(16,54,85)","rgba(0,0,0,0)",Bristol-Myers Squibb,Health Care
40px,700,"rgb(51,51,153)","rgba(0,0,0,0)",IQVIA Holdings,Health Care
42px,300,"rgb(51,51,51)","rgba(0,0,0,0)",IDEXX Laboratories,Health Care
18px,300,"rgb(0,167,181)","rgba(0,0,0,0)",IDEXX Laboratories,Health Care
27px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
52px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Diplomat Pharmacy,Health Care
22px,500,"rgb(16,54,85)","rgba(0,0,0,0)",Bristol-Myers Squibb,Health Care
50px,400,"rgb(65,64,66)","rgba(0,0,0,0)",Humana,Health Care
57.6px,400,"rgb(255,255,255)","rgba(0,0,0,0)",WellCare Health Plans,Health Care
40px,700,"rgb(51,51,153)","rgba(0,0,0,0)",HCA Healthcare,Health Care
22px,400,"rgb(255,102,0)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
61px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Danaher,Health Care
61px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Danaher,Health Care
61px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Danaher,Health Care
70px,700,"rgb(0,168,228)","rgba(0,0,0,0)",DaVita,Health Care
60px,500,"rgb(255,255,255)","rgba(0,0,0,0)",AbbVie,Health Care
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Biogen,Health Care
40px,600,"rgb(102,102,102)","rgba(0,0,0,0)",Hill-Rom Holdings,Health Care
45px,300,"rgb(51,51,51)","rgba(0,0,0,0)",Hologic,Health Care
22px,500,"rgb(16,54,85)","rgba(0,0,0,0)",Bristol-Myers Squibb,Health Care
22px,500,"rgb(16,54,85)","rgba(0,0,0,0)",Bristol-Myers Squibb,Health Care
22px,500,"rgb(16,54,85)","rgba(0,0,0,0)",Bristol-Myers Squibb,Health Care
60px,400,"rgb(102,102,102)","rgba(0,0,0,0)",Dentsply Sirona,Health Care
60.8px,500,"rgb(0,156,222)","rgba(0,0,0,0)",Abbott Laboratories,Health Care
22px,500,"rgb(16,54,85)","rgba(0,0,0,0)",Bristol-Myers Squibb,Health Care
60.8px,500,"rgb(0,156,222)","rgba(0,0,0,0)",Abbott Laboratories,Health Care
51.2px,400,"rgb(255,255,255)","rgba(0,0,0,0)",WellCare Health Plans,Health Care
40px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Vertex Pharmaceuticals,Health Care
22px,500,"rgb(16,54,85)","rgba(0,0,0,0)",Bristol-Myers Squibb,Health Care
50px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Becton Dickinson,Health Care
90px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Baxter International,Health Care
42px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
42px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
38px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
51.2px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Laboratory Corp. of America,Health Care
20px,700,"rgb(140,0,13)","rgba(0,0,0,0)",Anthem,Health Care
36px,500,"rgb(20,86,141)","rgba(0,0,0,0)",Express Scripts Holding,Health Care
50px,800,"rgb(0,56,147)","rgba(0,0,0,0)",LifePoint Health,Health Care
22px,400,"rgb(0,130,101)","rgba(0,0,0,0)",Envision Healthcare,Health Care
42px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
40px,700,"rgb(51,51,153)","rgba(0,0,0,0)",Encompass Health,Health Care
36px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Edwards Lifesciences,Health Care
42px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
20px,700,"rgb(140,0,13)","rgba(0,0,0,0)",Anthem,Health Care
42px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
38px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
20px,700,"rgb(140,0,13)","rgba(0,0,0,0)",Anthem,Health Care
57.6px,400,"rgb(255,255,255)","rgba(0,0,0,0)",WellCare Health Plans,Health Care
38px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
42px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Bio-Rad Laboratories,Health Care
18px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Chipotle Mexican Grill,"Hotels,Restaurants & Leisure"
40px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
40px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
65px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Brinker International,"Hotels,Restaurants & Leisure"
38.5px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Starbucks,"Hotels,Restaurants & Leisure"
28px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Starbucks,"Hotels,Restaurants & Leisure"
40px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
24px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hilton Worldwide Holdings,"Hotels,Restaurants & Leisure"
40px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
24px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hilton Worldwide Holdings,"Hotels,Restaurants & Leisure"
24px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hilton Worldwide Holdings,"Hotels,Restaurants & Leisure"
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Chipotle Mexican Grill,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
51px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
25.6px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Yum Brands,"Hotels,Restaurants & Leisure"
26.01px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Yum Brands,"Hotels,Restaurants & Leisure"
26.01px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Yum Brands,"Hotels,Restaurants & Leisure"
26.01px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Yum Brands,"Hotels,Restaurants & Leisure"
20px,400,"rgb(130,77,59)","rgba(0,0,0,0)",Cheesecake Factory,"Hotels,Restaurants & Leisure"
18px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Chipotle Mexican Grill,"Hotels,Restaurants & Leisure"
34px,400,"rgb(255,255,255)","rgba(0,0,0,0)",MGM Resorts International,"Hotels,Restaurants & Leisure"
100px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Chipotle Mexican Grill,"Hotels,Restaurants & Leisure"
44px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Caesars Entertainment,"Hotels,Restaurants & Leisure"
24px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Hilton Worldwide Holdings,"Hotels,Restaurants & Leisure"
51px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
51px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Penn National Gaming,"Hotels,Restaurants & Leisure"
51px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Pinnacle Entertainment,"Hotels,Restaurants & Leisure"
100px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Chipotle Mexican Grill,"Hotels,Restaurants & Leisure"
19.2px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
48px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
24px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Las Vegas Sands,"Hotels,Restaurants & Leisure"
55px,400,"rgb(255,255,255)","rgba(0,0,0,0)",MGM Resorts International,"Hotels,Restaurants & Leisure"
24px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Texas Roadhouse,"Hotels,Restaurants & Leisure"
48px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
40px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
19.2px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
15px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Marriott Vacations Worldwide,"Hotels,Restaurants & Leisure"
50px,400,"rgb(40,40,40)","rgba(0,0,0,0)",Hyatt Hotels,"Hotels,Restaurants & Leisure"
15px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Marriott Vacations Worldwide,"Hotels,Restaurants & Leisure"
48px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
50px,400,"rgb(40,40,40)","rgba(0,0,0,0)",Hyatt Hotels,"Hotels,Restaurants & Leisure"
48px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Wyndham Destinations,"Hotels,Restaurants & Leisure"
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Hasbro,Household Products
32px,400,"rgb(99,102,106)","rgba(0,0,0,0)",Edgewell Personal Care,Household Products
46px,500,"rgb(116,123,128)","rgba(0,0,0,0)",HNI,Household Products
32px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Hasbro,Household Products
60px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Estee Lauder,Household Products
26px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Revlon,Household Products
16px,700,"rgb(54,54,54)","rgba(0,0,0,0)",Nu Skin Enterprises,Household Products
28px,300,"rgb(0,138,176)","rgba(0,0,0,0)",Nu Skin Enterprises,Household Products
81px,700,"rgb(66,66,66)","rgba(0,0,0,0)",Coty,Household Products
64px,700,"rgb(255,219,10)","rgba(0,0,0,0)",Stanley Black & Decker,Household Products
30px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Avon Products,Household Products
60.2px,700,"rgb(47,62,74)","rgba(0,0,0,0)",Fortune Brands Home & Security,Household Products
60px,700,"rgb(37,37,37)","rgba(0,0,0,0)",Herman Miller,Household Products
32px,600,"rgb(25,25,25)","rgba(0,0,0,0)",Steelcase,Household Products
60px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Colgate-Palmolive,Household Products
16px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Herman Miller,Household Products
26px,700,"rgb(70,70,70)","rgba(0,0,0,0)",Masco,Household Products
17px,500,"rgb(0,83,191)","rgba(0,0,0,0)",Paccar,Industrials
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hyster-Yale Materials Handling,Industrials
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hyster-Yale Materials Handling,Industrials
42.6667px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Acuity Brands,Industrials
44px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Dover,Industrials
44px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Dover,Industrials
24px,400,"rgb(0,133,173)","rgba(0,0,0,0)",Xylem,Industrials
60px,900,"rgb(255,255,255)","rgba(0,0,0,0)",IDEX,Industrials
49.995px,700,"rgb(34,47,58)","rgba(0,0,0,0)",ITT,Industrials
80px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Rockwell Automation,Industrials
10px,400,"rgb(72,72,72)","rgba(0,0,0,0)",Illinois Tool Works,Industrials
55px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Crane,Industrials
55px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Crane,Industrials
55px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Crane,Industrials
32px,200,"rgb(0,0,0)","rgba(0,0,0,0)",Donaldson,Industrials
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hyster-Yale Materials Handling,Industrials
44px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Dover,Industrials
15.12px,700,"rgb(192,0,49)","rgba(0,0,0,0)",AGCO,Industrials
24px,700,"rgb(0,153,51)","rgba(0,0,0,0)",General Cable,Industrials
24px,700,"rgb(0,153,51)","rgba(0,0,0,0)",General Cable,Industrials
58px,400,"rgb(255,255,255)","rgba(0,0,0,0)",General Cable,Industrials
32px,500,"rgb(255,255,255)","rgba(0,0,0,0)",General Electric,Industrials
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Gardner Denver,Industrials
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hyster-Yale Materials Handling,Industrials
40px,500,"rgb(40,40,40)","rgba(0,0,0,0)",Snap-on,Industrials
44px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Dover,Industrials
43.2px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Timken,Industrials
34px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Zebra Technologies,Industrials
40px,500,"rgb(40,40,40)","rgba(0,0,0,0)",Snap-on,Industrials
33.7778px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Belden,Industrials
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hyster-Yale Materials Handling,Industrials
44px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Dover,Industrials
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hyster-Yale Materials Handling,Industrials
26px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Kennametal,Industrials
16.8px,700,"rgb(255,255,255)","rgba(0,0,0,0)",AGCO,Industrials
35px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Whirlpool,Industrials
16px,400,"rgb(30,30,30)","rgba(0,0,0,0)",Corning,Industrials
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hubbell,Industrials
35px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Whirlpool,Industrials
28px,400,"rgb(255,255,255)","rgba(0,0,0,0)",SPX FLOW,Industrials
40px,500,"rgb(40,40,40)","rgba(0,0,0,0)",Snap-on,Industrials
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hubbell,Industrials
26px,700,"rgb(96,96,96)","rgba(0,0,0,0)",Regal Beloit,Industrials
26px,700,"rgb(96,96,96)","rgba(0,0,0,0)",Regal Beloit,Industrials
26px,700,"rgb(96,96,96)","rgba(0,0,0,0)",Regal Beloit,Industrials
50px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Deere,Industrials
40px,500,"rgb(40,40,40)","rgba(0,0,0,0)",Snap-on,Industrials
36px,500,"rgb(99,192,71)","rgba(0,0,0,0)",Fortive,Industrials
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hubbell,Industrials
43.2px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Timken,Industrials
16px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Rexnord,Industrials
36px,500,"rgb(48,48,48)","rgba(0,0,0,0)",Honeywell International,Industrials
28px,400,"rgb(255,255,255)","rgba(0,0,0,0)",SPX FLOW,Industrials
28px,400,"rgb(255,255,255)","rgba(0,0,0,0)",SPX FLOW,Industrials
44px,500,"rgb(51,51,51)","rgba(0,0,0,0)",Whirlpool,Industrials
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hubbell,Industrials
42px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Hubbell,Industrials
40px,500,"rgb(40,40,40)","rgba(0,0,0,0)",Snap-on,Industrials
36px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Emerson Electric,Industrials
55px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Fortive,Industrials
55px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Fortive,Industrials
55px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Fortive,Industrials
44px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Whirlpool,Industrials
44px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Whirlpool,Industrials
55px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Crane,Industrials
58.6667px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Acuity Brands,Industrials
44px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Whirlpool,Industrials
43.2px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Timken,Industrials
28px,400,"rgb(255,255,255)","rgba(0,0,0,0)",SPX FLOW,Industrials
30px,300,"rgb(235,30,31)","rgba(0,0,0,0)",EnerSys,Industrials
43.2px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Timken,Industrials
42px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Rexnord,Industrials
35px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Whirlpool,Industrials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Reliance Steel & Aluminum,Materials
56px,400,"rgb(0,75,135)","rgba(0,0,0,0)",KapStone Paper & Packaging,Materials
26px,700,"rgb(0,0,0)","rgba(0,0,0,0)",Resolute Forest Products,Materials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Reliance Steel & Aluminum,Materials
22px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Builders FirstSource,Materials
22px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Builders FirstSource,Materials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Reliance Steel & Aluminum,Materials
60px,900,"rgb(18,37,65)","rgba(0,0,0,0)",Summit Materials,Materials
21.6px,400,"rgb(255,255,255)","rgba(0,0,0,0)",AptarGroup,Materials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Reliance Steel & Aluminum,Materials
56px,400,"rgb(0,75,135)","rgba(0,0,0,0)",KapStone Paper & Packaging,Materials
15px,700,"rgb(255,255,255)","rgb(50,76,159)",Builders FirstSource,Materials
22px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Builders FirstSource,Materials
22px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Builders FirstSource,Materials
36px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Berry Global Group,Materials
44px,400,"rgb(150,95,110)","rgba(0,0,0,0)",Martin Marietta Materials,Materials
32px,700,"rgb(85,86,90)","rgba(0,0,0,0)",Worthington Industries,Materials
42px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Carlisle,Materials
40.7px,500,"rgb(0,58,93)","rgba(0,0,0,0)",JELD-WEN Holding,Materials
36px,500,"rgb(16,86,160)","rgba(0,0,0,0)",Allegheny Technologies,Materials
40px,400,"rgb(61,61,61)","rgba(0,0,0,0)",Alcoa,Materials
36px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Berry Global Group,Materials
36px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Berry Global Group,Materials
36px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Berry Global Group,Materials
36px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Berry Global Group,Materials
36px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Berry Global Group,Materials
24px,400,"rgb(255,0,0)","rgba(0,0,0,0)",Vulcan Materials,Materials
36px,100,"rgb(255,255,255)","rgba(0,0,0,0)",Berry Global Group,Materials
36px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Alcoa,Materials
10.8px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Bemis,Materials
32px,300,"rgb(34,31,31)","rgba(0,0,0,0)",Ply Gem Holdings,Materials
32px,300,"rgb(34,31,31)","rgba(0,0,0,0)",Ply Gem Holdings,Materials
32px,300,"rgb(34,31,31)","rgba(0,0,0,0)",Ply Gem Holdings,Materials
32px,300,"rgb(34,31,31)","rgba(0,0,0,0)",Ply Gem Holdings,Materials
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ply Gem Holdings,Materials
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Ply Gem Holdings,Materials
40px,400,"rgb(61,61,61)","rgba(0,0,0,0)",Alcoa,Materials
40px,400,"rgb(61,61,61)","rgba(0,0,0,0)",Alcoa,Materials
40px,400,"rgb(61,61,61)","rgba(0,0,0,0)",Alcoa,Materials
18px,400,"rgb(0,102,153)","rgba(0,0,0,0)",Silgan Holdings,Materials
20px,700,"rgb(125,125,125)","rgba(0,0,0,0)",Ball,Materials
13.3333px,400,"rgb(153,153,153)","rgba(0,0,0,0)",Valmont Industries,Materials
56px,700,"rgb(245,245,245)","rgba(0,0,0,0)",Louisiana-Pacific,Materials
40.7px,500,"rgb(0,58,93)","rgba(0,0,0,0)",JELD-WEN Holding,Materials
40.7px,500,"rgb(0,58,93)","rgba(0,0,0,0)",JELD-WEN Holding,Materials
100px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Avery Dennison,Materials
18.1333px,700,"rgb(0,90,63)","rgba(0,0,0,0)",Graphic Packaging Holding,Materials
18.1333px,700,"rgb(0,90,63)","rgba(0,0,0,0)",Graphic Packaging Holding,Materials
18.1333px,700,"rgb(0,90,63)","rgba(0,0,0,0)",Graphic Packaging Holding,Materials
51.2px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Alcoa,Materials
96px,800,"rgb(255,255,255)","rgba(0,0,0,0)",United States Steel,Materials
40.7px,500,"rgb(0,58,93)","rgba(0,0,0,0)",JELD-WEN Holding,Materials
52px,600,"rgb(100,100,100)","rgba(0,0,0,0)",United States Steel,Materials
38px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nucor,Materials
88px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Universal Forest Products,Materials
38px,700,"rgb(9,89,50)","rgba(0,0,0,0)",Universal Forest Products,Materials
13.3333px,400,"rgb(153,153,153)","rgba(0,0,0,0)",Universal Forest Products,Materials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Reliance Steel & Aluminum,Materials
98px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Owens Corning,Materials
80px,700,"rgb(255,255,255)","rgba(0,0,0,0)",AK Steel Holding,Materials
